after_split_name	page_title_short	page_title_long	page_title_longer_max-80	name	name_ed	surname	tl2_abbreviation_ed	is_supplement	conflicting_abbrev	tl2_abbreviation_alt	dates	description
TL_2_Suppl_8_0255.md	Greene (Suppl.)	Greene, Edward Lee (later Rev.) (Suppl.)	Greene, Edward Lee (later Rev.) [std. Greene] (Suppl.)	*Greene, Edward Lee (later Rev.)	Greene, Edward Lee (later Rev.)	Greene	Greene	(Suppl.)			1843-1915	American botanist and clergyman, born 20 Aug 1843 in Hopkinton, Rhode Island, at age 12 moved with his family to Wisconsin, infantryman in Union Army during Civil War 1862-1865, Ph.B. 1866 Albion Acad., Wiscon- sin 1866, taught in rural schools in Illinois until 1870, taught botany and studied theology in Colorado 1871, ordained Episcopal minister 1873, collected plants in the American West for 12 years, converted to Catholicism 1885, first Prof. of Botany, Univ. of Calif., Berkeley 1885-1895, LL.D. 1895, Univ. of Notre Dame, Indiana, at Catholic Univ. of America, Wash- ington, D.C. 1895-1904, hon. assoc. in Botany, Smithsonian Inst. 1904-1915, died 10 Nov 1915 in Washington, D.C. (buried in Notre Dame). 
TL_2_Suppl_8_0256.md	H.C. Greene	Greene, Henry Campbell	Greene, Henry Campbell [std. H.C. Greene]	Greene, Henry Campbell	Greene, Henry Campbell	Greene	H.C. Greene				1904-1967	American mycologist, born 13 Dec 1904 in Fort Wayne, Indiana, attended elementary and secondary school in Fort Wayne, then attended Wabash College, Crawfordsville, Indiana for two years, B.A. 1928 and M.A. 1929 Univ. of Washington, Seattle, Ph.D. 1933 Univ. of Wisconsin, Madison, instructor from 1937 and Curator of the Cryptogamic Herb. from 1941, both Univ. of Wisconsin, Madison, died 27 Apr 1967 in Tucson, Arizona. 
TL_2_Suppl_8_0257.md	W. Greene	Greene, Wesley	Greene, Wesley [std. W. Greene]	Greene, Wesley	Greene, Wesley	Greene	W. Greene				1849-1935	American botanist, born 8 Nov 1849 in Yellow Springs, Penn., LL.B. 1875 Iowa State College of Agriculture and Mechanic Arts (now Iowa State Univ.), Ames, secretary, Iowa State Horticultural Society 1898-1919, died 28 Mar 1935 in Cleveland, Ohio. 
TL_2_Suppl_8_0258.md	Greenm. (Suppl.)	Greenman, Jesse More (Suppl.)	Greenman, Jesse More [std. Greenm.] (Suppl.)	*Greenman, Jesse More	Greenman, Jesse More	Greenman	Greenm.	(Suppl.)			1867-1951	American botanist, born 27 Dec 1867 in North East (Erie Co.), Penn., B.S. 1893 Univ. of Penn., Philadelphia where he served as asst. and instructor in botany 1890-1892, M.Sc. 1899 Harvard Univ., Cambridge, Mass., where he was asst. in the Gray Herb. 1894-1899, Ph.D. 1901 Univ. of Berlin (under A. Engler), again asst. in Botany, Harvard 1902-1905, asst. curator, Field Columbian Museum, Chicago 1905-1913 and asst. prof., Univ. of Chicago 1905-1913, curator, Missouri Botanical Garden 1913-1948 and prof., Shaw School of Botany, Washington Univ., St. Louis, specialist in <em>Senecio</em> and on the Mexican and Central Amer. flora, president, A.S.P.T. 1938, died 20 Jan 1951 in St. Louis, Missouri. 
TL_2_Suppl_8_0259.md	W.H. Gregg	Gregg, William Henry	Gregg, William Henry [std. W.H. Gregg]	Gregg, William Henry	Gregg, William Henry	Gregg	W.H. Gregg				1845-1913	British soldier and botanist, M.B. (Bachelor of Medicine), asst. surgeon, 4th native infantry, Bengal Medical Dept. 1869, later Surgeon-gen. in Bengal Army and lecturer in Botany at Hugli Government College (sic?), Calcutta (now Kolkata). 
TL_2_Suppl_8_0260.md	E.S. Gregory	Gregory, Eliza Standerwick (née Barnes)	Gregory, Eliza Standerwick (née Barnes) [std. E.S. Gregory]	Gregory, Eliza Standerwick (née Barnes)	Gregory, Eliza Standerwick (née Barnes)	Gregory	E.S. Gregory				1840-1932	English botanist, born 6 Dec 1840 in Thrapston (Northants.), married 1863, founded a school for boys in Weston-superMare (Somerset) 1887, moved to Cambridge 1904, returned to Weston-super-Mare 1919, died 22 Mar 1932 in Weston-super-Mare. 
TL_2_Suppl_8_0261.md	Greguss	Greguss, Pál [Paul]	Greguss, Pál [Paul] [std. Greguss]	Greguss, Pál [Paul]	Greguss, Pál [Paul]	Greguss	Greguss				1889-1984	Hungarian paleobotanist and wood anatomist, born 31 Dec 1889 in Tornya, studied in Budapest and Prague, Dr. phil., Hochschulprofessor, Szeged, died 23 Mar 1984 in Szeged. 
TL_2_Suppl_8_0262.md	Gren. (Suppl.)	Grenier, [Jean] Charles [Marie] (Suppl.)	Grenier, [Jean] Charles [Marie] [std. Gren.] (Suppl.)	*Grenier, [Jean] Charles [Marie]	Grenier, [Jean] Charles [Marie]	Grenier	Gren.	(Suppl.)			1808-1875	French botanist and zoologist, born 4 Nov 1808 in Besançon (Doubs), Dr. en-médecine 1836 Univ. of Strasbourg, prof. of natural history, medical school, Besançon, 1843, Dr. ès-sciences 1845 Univ. of Strasbourg, died 9 Nov 1875 in Besançon. 
TL_2_Suppl_8_0263.md	Grenzeb.	Grenzebach, Myrle Eunice	Grenzebach, Myrle Eunice [std. Grenzeb.]	Grenzebach, Myrle Eunice	Grenzebach, Myrle Eunice	Grenzebach	Grenzeb.				1902-1986	American botanist, born 20 Jun 1902, A.B. 1924 Oberlin College, Oberlin, Ohio, M.Sc. 1925 Washington Univ., St. Louis, Missouri (under J.M. Greenman), married Lawrence Dewey Sherod (1898-1984) and became a housewife in Ohio, died Oct 1986 in Ohio. 
TL_2_Suppl_8_0264.md	Greshoff (Suppl.)	Greshoff, Maurits (Suppl.)	Greshoff, Maurits [std. Greshoff] (Suppl.)	*Greshoff, Maurits	Greshoff, Maurits	Greshoff	Greshoff	(Suppl.)			1862-1909	Dutch botanist and phytochemist, born 11 Oct 1862 in The Hague, studied at Univ. of Utrecht, doctorate 1887 Univ. of Jena, medical service, Dutch E. Indian Army and sent to the Botanic Gardens, Buitenzorg, Dutch E. Indies (now Indonesia) 1888-1892, where he studied Indian poisonous plants, returned to The Netherlands for health reasons in 1892, asst. 1895 and ultimately dir. 1901-1909, Koloniaal Mu- seum Haarlem, died 8 [9?] Dec 1909 in Haarlem. 
TL_2_Suppl_8_0265.md	Grész	Grész, János [Joannes, Johann, John, Jean]	Grész, János [Joannes, Johann, John, Jean] [std. Grész]	Grész, János [Joannes, Johann, John, Jean]	Grész, János [Joannes, Johann, John, Jean]	Grész	Grész				1813-1885	Hungarian botanist, died 19 Feb 1885 in Csáktornya. 
TL_2_Suppl_8_0266.md	Greter	Greter, Fintan (Pater)	Greter, Fintan (Pater) [std. Greter]	Greter, Fintan (Pater)	Greter, Fintan (Pater)	Greter	Greter				1899-1984	Swiss bryologist and priest, born 21 Mar 1899 in Ebikon (Kt. Luzern), studied theology and became a Benedictine priest, also studied botany, Univ. of Freiburg, died 14 Mai 1984 in Priesterseminar Luzern. 
TL_2_Suppl_8_0267.md	W. Grevel	Grevel, Wilhelm	Grevel, Wilhelm [std. W. Grevel]	Grevel, Wilhelm	Grevel, Wilhelm	Grevel	W. Grevel				1869-[after 1930]	German botanist, born 8 Apr 1869 in Steele an der Ruhr (Rheinland), doctorate 1897 Heidelberg. 
TL_2_Suppl_8_0268.md	Grevelink	Grevelink, Arnold Hermann Bisschop (a.k.a. Bisschop Grevelink, A.H.)	Grevelink, Arnold Hermann Bisschop [std. Grevelink]	Grevelink, Arnold Hermann Bisschop (a.k.a. Bisschop Grevelink, A.H.)	Grevelink, Arnold Hermann Bisschop (a.k.a. Bisschop Grevelink, A.H.)	Grevelink	Grevelink				1811-1882	"Dutch naval officer and economic botanist, spent one year in Curaçao and seven years in St. Eustatius (Netherland Antilles), and briefly was government resident and dir. of a government school in Soerabaya, E. Java, returned to The Netherlands 1873, died in Amsterdam, ""... een <em>selfmade man</em>"". "
TL_2_Suppl_8_0269.md	Grev. (Suppl.)	Greville, Robert Kaye (Suppl.)	Greville, Robert Kaye [std. Grev.] (Suppl.)	*Greville, Robert Kaye	Greville, Robert Kaye	Greville	Grev.	(Suppl.)			1794-1866	Scottish botanist, social activist and painter, born 13 Dec 1794 in Bishop Auckland (Durham), studied medicine in London and Edinburgh but acquiring independent means chose not to practice, joined the Wernerian Natural History Society 1819 and made frequent botanical excursions to the Scottish Highlands, F.R.S.E. 1821, LL.D. 1824 Univ. of Glasgow, F.L.S. 1827, president, Bot. Soc. Edinburgh 1836, 1846 and 1865, an active opponent of slavery and advocate of temperance, elected M.P. for Edinburgh 1856, resorted to painting landscapes of the Scottish Highlands when other financial resources diminished, died 4 Jun 1866 in Murrayfield, Edinburgh. 
TL_2_Suppl_8_0270.md	Grey	Grey, Charles Hervey (Lt.-Col.) (né Hoare)	Grey, Charles Hervey (Lt.-Col.) (né Hoare) [std. Grey]	Grey, Charles Hervey (Lt.-Col.) (né Hoare)	Grey, Charles Hervey (Lt.-Col.) (né Hoare)	Grey	Grey				1875-1955	"British banker, soldier and nurseryman, educated at Eton and New College, Oxford, entered the family's banking business, volunteered and served in the Boer War, afterwards settled in Kent, mobilized and served in the Dardanelles and France during W.W.-I (five times wounded and awarded Distinguished Service Order), adopted the surname ""Grey"" to comply with ""testamentary obligations"" 1927, established Hocke Edge (Kent) nurseries in late 1920s, served as com- mandant of an R.A.F. aerodrome in W.W.-II, moved to Malton (Yorks.) 1945, founded Northern Horticultural Society's garden at Harlow Car nr. Harrogate 1950, died 24 Jul 1955 in Malton. "
TL_2_Suppl_8_0271.md	N.M. Grier	Grier, Norman MacDowell [McDowell]	Grier, Norman MacDowell [McDowell] [std. N.M. Grier]	Grier, Norman MacDowell [McDowell]	Grier, Norman MacDowell [McDowell]	Grier	N.M. Grier				1890-1951	American biologist, malacologist and psychologist, born 13 Jun 1890 in Pittsburgh, Penn., B.S. 1911, A.M. 1912 and Ph.D. 1919 Univ. of Pittsburgh, Asst., Carnegie Museum, Pittsburgh 1914-1916, Prof. of Biology or Evolution at several colleges and research institutes 1920s-1930s, incl. Washington & Jefferson College, Washington, Penn., Dartmouth College, Hanover, New Hampshire, Cold Spring Harbor, New York, Elizabethtown College, Elizabethtown, Penn. and Wagner College, Staten Island, New York, State Social Security Board (Penn.) from1937, died 26 Dec 1951 in Lebanon, Penn. 
TL_2_Suppl_8_0272.md	Griff. (Suppl.)	Griffith, William (Suppl.)	Griffith, William [std. Griff.] (Suppl.)	*Griffith, William	Griffith, William	Griffith	Griff.	(Suppl.)			1810-1845	"British colonial physician, botanist and ""man of genius"" (<em>teste</em> Sir George King), born 4 Mar 1810 in Ham (Surrey), studied under J. Lindley and graduated from London Univ., went to Madras in 1832 as asst. surgeon, in Assam with N. Wallich 1835-1836, in Bhutan 1837-1838, Afghanistan 1839-1841 and Malacca (now Malaysia) in mid-1841, Superindendent, Calcutta Botanic Gardens 1842-1843, returned to Mal- acca where he died 9 Feb 1845 of an abscess of the liver (malaria & hepatitis?). "
TL_2_Suppl_8_0273.md	B.M. Griffiths	Griffiths, B[enjamin]. Millard	Griffiths, B[enjamin]. Millard [std. B.M. Griffiths]	Griffiths, B[enjamin]. Millard	Griffiths, B[enjamin]. Millard	Griffiths	B.M. Griffiths				1886-1942	British botanist interested in the taxonomy and ecology of freshwater algae, born in Kidderminster (Worcs.), B.Sc. 1908, M.Sc. 1909 and D.Sc. 1923 Univ. of Birmingham, Demonstrator in Botany, Queen's Univ., Belfast, Ireland 1914, Lecturer in Botany, Reading Univ. 1920, Lecturer in Botany, Armstrong College, Newcastle-on-Tyne 1921, F.L.S. 1922, Head, Botany Dept., Univ. of Durham 1924-1939, died 25 Mar 1942 in Durham. 
TL_2_Suppl_8_0274.md	D. Griffiths (Suppl.)	Griffiths, David (Suppl.)	Griffiths, David [std. D. Griffiths] (Suppl.)	*Griffiths, David	Griffiths, David	Griffiths	D. Griffiths	(Suppl.)			1867-1935	Welsh-born American mycologist, agrostologist and horticulturist, born 16 Aug 1867 in Aberystwyth but grew up in South Dakota, B.S. 1892 and M.S. 1893 South Dakota Agric. College (now South Dakota State Univ.), Brookings, Ph.D. 1900 Columbia Univ., New York, New York, Prof. of Botany, Univ. of Arizona, Tucson 1900-1901 where he became interested in cacti and xerophytic plants of s.w. U.S.A. and Mexico, asst. agrostologist 1901, agriculturist 1907 and horticulturist 1918 until retirement, all Bureau of Plant Industry, U.S.D.A., died 19 Mar 1935 in Washington (Takoma Park), D.C. 
TL_2_Suppl_8_0275.md	É. Griffon	Griffon, Édouard	Griffon, Édouard [std. É. Griffon]	Griffon, Édouard	Griffon, Édouard	Griffon	É. Griffon				1869-1912	French phytopathologist, born 24 Jul 1869 in Vault-deLugny (Yonne), prof. of Natural History, then Botany, and Dir., Plant Pathology Station at Versailles and Botanic Garden of the National School of Agriculture at Grignon, died 28 Jun 1912 in Paris. 
TL_2_Suppl_8_0276.md	R.F. Griggs	Griggs, Robert Fiske	Griggs, Robert Fiske [std. R.F. Griggs]	Griggs, Robert Fiske	Griggs, Robert Fiske	Griggs	R.F. Griggs				1881-1962	American botanist and plant ecologist, born 22 Aug 1881 in Brooklyn (Windham Co.), Conn., B.S. 1903 Ohio State Univ., Columbus, Prof. of Biology, Fargo College, Fargo, North Dakota 1903-1906, M.S. 1906 Univ. of Minnesota, Minneapolis, Prof. of Biology, Ohio State Univ. 1906-1921, Ph.D. 1911 Harvard Univ., Cambridge, Mass. (earned while on leave from Ohio State Univ.), led six expeds. to Alaska (Katmai Distr.) 1915-1919, Prof. of Botany (first), George Washington Univ., Washington, D.C. 1921-1947, Chair, Division of Biology and Agric., Natl. Research Council (N.S.F) 1940-1947, President, Ecological Soc. Amer. 1944, Prof. of Biology, Univ. of Pittsburgh, 1947-1952, died 8 Jun 1962 in Kensington, Maryland. 
TL_2_Suppl_8_0277.md	E. Grignon	Grignon, Eugène	Grignon, Eugène [std. E. Grignon]	Grignon, Eugène	Grignon, Eugène	Grignon	E. Grignon				1858-x	French pharmacist, born 9 Dec 1858 in Courseulles-sur-Mer (Calvados). 
TL_2_Suppl_8_0278.md	C. Grilli	Grilli, Cesare	Grilli, Cesare [std. C. Grilli]	Grilli, Cesare	Grilli, Cesare	Grilli	C. Grilli				18??-1909	Italian chemist, pharmacist and lichenologist, lived in Jesi (Marche). 
TL_2_Suppl_8_0279.md	P. Grimbach	Grimbach, Peter	Grimbach, Peter [std. P. Grimbach]	Grimbach, Peter	Grimbach, Peter	Grimbach	P. Grimbach				1888-x	German botanist, born 25 Jun 1888 in Baasem, doctorate 1913 Münster. 
TL_2_Suppl_8_0280.md	J. Grimm	Grimm, Julius	Grimm, Julius [std. J. Grimm]	Grimm, Julius	Grimm, Julius	Grimm	J. Grimm				1889-x	German botanist, born in Frankfurt am Main, moved to Limburg a. d. Lahn, studied in Freiburg, Munich and Bonn (doctorate in 1912). 
TL_2_Suppl_8_0281.md	A. Grimme	Grimme, Arnold [T.]	Grimme, Arnold [T.] [std. A. Grimme]	Grimme, Arnold [T.]	Grimme, Arnold [T.]	Grimme	A. Grimme				1868-1958	German bryologist and veterinarian (Tierarzt), born 28 Nov 1868 in Bückeburg, attended veterinary school in Hannover, after military service studied botany and zoology in Berlin, began moss studies in 1895, doctorate 1902 Marburg, died 1 Nov 1958 in Kassel. 
TL_2_Suppl_8_0282.md	R. Grimwade	Grimwade, [Wilfrid] Russell (Sir)	Grimwade, [Wilfrid] Russell (Sir) [std. R. Grimwade]	Grimwade, [Wilfrid] Russell (Sir)	Grimwade, [Wilfrid] Russell (Sir)	Grimwade	R. Grimwade				1879-1955	"Australian businessman, philanthropist and botanist, born 15 Oct 1879 in Caulfield, Victoria, B.Sc. 1901 Univ. of Melbourne, joined the family firm of Felton, Grimwade & Co. 1903, became a partner in the firm 1907, which merged with Duerdins and Sainsbury in 1929 and later became Drug Houses of Australia Pty. Ltd., established Russell Grimwade Prize for ""scientific forestry"" 1929, C.B.E. 1935, botanical advisor to the Army Dept. during W.W.-II, sponsored the Russell Grimwade Exped. to W. Australia Aug-Sep 1947, knighted 1950, a generous philanthropist he also purchased Capt. J. Cook's cottage in Yorkshire (for £800), had it dismantled and shipped to Melbourne, died 2 Nov 1955 in Melbourne. "
TL_2_Suppl_8_0283.md	D.H. Grindel	Grindel, David Hieronymus [Heinrich]	Grindel, David Hieronymus [Heinrich] [std. D.H. Grindel]	Grindel, David Hieronymus [Heinrich]	Grindel, David Hieronymus [Heinrich]	Grindel	D.H. Grindel				1776-1836	Latvian druggist and doctor, born 28 Sep (=9 Oct n.s.) 1776 in Riga, studied at Jena, apothecary in Riga, then Prof. of Chemistry and Pharmacy, Univ. of Tartu 1804-1814, rector 1810-1812, returned to Tartu to study medicine 1820 and began practicing in Riga where he also owned a pharmacy 1822, one of the founders of the Riga Pharmaceutical Society 1803, received degrees from Dorpat where he taught, published several important textbooks on botany and chemistry for pharmacists and doctors, died 8 (=20 n.s.) Jan 1836 in Riga. 
TL_2_Suppl_8_0284.md	Grinţ.	Grinţescu [Grintzescu], Gheorghe [Georges P.]	Grinţescu [Grintzescu], Gheorghe [Georges P.] [std. Grinţ.]	Grinţescu [Grintzescu], Gheorghe [Georges P.]	Grinţescu [Grintzescu], Gheorghe [Georges P.]	Grintescu [Grintzescu]	Grinţ.				1878-1956	Romanian pharmacist and botanist, born in the village of Petreicami (Neamt Distr.), Doctor in Pharmacy and Pharmacist-General 1934, died 8 Sep 1956 in Bucharest. 
TL_2_Suppl_8_0285.md	J. Grinţ.	Grinţescu [Grintescu, Grintzesco], Joan [Ioan, Ion, Jean, Johann]	Grinţescu [Grintescu, Grintzesco], Joan [std. J. Grinţ.]	Grinţescu [Grintescu, Grintzesco], Joan [Ioan, Ion, Jean, Johann]	Grinţescu [Grintescu, Grintzesco], Joan [Ioan, Ion, Jean, Johann]	Grintescu [Grintescu	J. Grinţ.				1874-1963	"Romanian pharmacist and botanist, born 13/26 Jan 1874 in Broşteni, studied pharmacy in Bucharest 1895-1896 and Geneva 1896-1898 receiving his diploma 1898, Dr. ès-sciences na- turelles 1902 Geneva (under R.-H. Chodat), asst. and ""agrégé-particulier"", Inst. of Botany, Geneva 1897-1911, prof. of natural sciences, Central College of Agriculture, Bucharest 1911-1919, prof. of anatomy and physiology of plants and dir. of the botany inst., Univ. of Cluj 1919-1936, chair of plant physiology, Univ. of Bucharest 1936-1939, retired 1939, died 1 Jul 1963 in Bucharest. "
TL_2_Suppl_8_0286.md	A. Gris	Gris, [Jean Antoine] Arthur	Gris, [Jean Antoine] Arthur [std. A. Gris]	Gris, [Jean Antoine] Arthur	Gris, [Jean Antoine] Arthur	Gris	A. Gris				1829-1873	"French botanist, born 11 Dec 1829 in Châtillonsur-Seine (Côte-d'Or), 1857 Dr. ès-sciences, ""aide-naturaliste"" 1859, then asst. 1864 to A.T. Brongniart, Muséum natl. d'Histoire naturelle, Paris, died 18 Aug 1873 in Paris. "
TL_2_Suppl_8_0287.md	A. Grisch	Grisch, Andreas	Grisch, Andreas [std. A. Grisch]	Grisch, Andreas	Grisch, Andreas	Grisch	A. Grisch				1879-1952	"Swiss agronomist (and botanist), born either in Sur (Kt. Graubünden) or ""5 Jan 1879 possibly Surlej (Gem. Silvaplana)"", Doctorate 1907 Zurich, author of textbooks for agricultural students and farmers, died 6 Feb 1952 in Küsnacht nr. Zurich. "
TL_2_Suppl_8_0288.md	Griseb. (Suppl.)	Grisebach, August Heinrich Rudolf [Rudolph] (Suppl.)	Grisebach, August Heinrich Rudolf [Rudolph] [std. Griseb.] (Suppl.)	*Grisebach, August Heinrich Rudolf [Rudolph]	Grisebach, August Heinrich Rudolf [Rudolph]	Grisebach	Griseb.	(Suppl.)			1814-1879	German botanist (plant geographer and systematist), born 17 Apr 1814 in Hannover, studied medicine and botany in Berlin and Göttingen 1832-1835, M.D. 1836 Göttingen, traveled through the Balkan Pen- ins. and n.w. Asia Minor 1839-1840, prof. extraord. of botany, medical faculty, Göttingen 1841, visited Norway 1842, full prof. 1847-1875 and from 1875-1879 also dir. of Göttingen Botanical Garden, Dr. h.c. 1875, privy government councilor (Geheimer Regierungsrath), Göttingen Univ. 1874-1875, died 9 Mai 1879 in Göttingen. 
