irn	organization	code	division	department	cites	specimenTotal	currentStatus	dateFounded	taxonomicCoverage	geography	address	contact	location	collectionsSummary	incorporatedHerbaria	importantCollectors	notes	dateModified
125248	Michigan State University	MSC		Plant Biology Laboratories		522831	Active	1863	Vascular plants; lichens and bryophytes	Worldwide, especially North America, Bahama Islands, Mexico, Guatemala, and Borneo; Patagonia and Straits of Magellan, island groups of sub-Antarctic, West Indies, Juan Fernandez Islands, Canary Islands, and Australasia	{'physicalStreet': 'Wilson Road.', 'physicalCity': 'East Lansing', 'physicalState': 'Michigan', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '612 Wilson Rd., Room 166', 'postalCity': 'East Lansing', 'postalState': 'Michigan', 'postalZipCode': '48824', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 517 355 4696', 'email': 'alan@msu.edu', 'webUrl': 'http://www.herbarium.natsci.msu.edu/'}	{'lat': 42.722532, 'lon': -84.473627}	{'numAlgae': 4331, 'numAlgaeDatabased': 4331, 'numAlgaeImaged': 4331, 'numBryos': 26100, 'numBryosDatabased': 22249, 'numBryosImaged': 22249, 'numFungi': 168200, 'numFungiDatabased': 145000, 'numFungiImaged': 3500, 'numPteridos': 15000, 'numPteridosDatabased': 15000, 'numPteridosImaged': 15000, 'numSeedPl': 309200, 'numSeedPlDatabased': 252993, 'numSeedPlImaged': 67431}	['MCT', 'MCTF (40000 specimens) in 1987.']	['C. F. Baker', 'C. W. Bazuin', 'W. J. Beal', 'J. H. Beaman', 'I. M. Brodo', 'J. A. Churchill', 'D. Clark', 'D. Cooley', 'W. C. Cusick', 'F. P. Daniels', 'C. A. Davis', 'C. K. Dodge', 'O. A. Farwell', 'W. T. Gillis', 'C. L. Gilly', 'R. C. Harris', 'A. A. Heller', 'H. A. Imshaug', 'M. E. Jones', 'I. W. Knobloch', 'J. M. Macoun', 'T. H. P. Marshall', 'C. D. McLouth', 'C. H. Muller', 'G. V. Nash', 'G. W. Parmelee', 'D. A. Pelton', 'H. S. Pepoon', 'C. G. Pringle', 'J. Rzedowski', 'W. D. Stevens', 'S. M. Tracy', 'L. M. Umbach', 'B. A. Walpole', 'C. M. Wetmore', 'C. F. Wheeler', 'S. E. Wolff', 'A. P. Wyman', 'C. L. Wynd']		2020-11-04
126252	Facultad de Ciencias Biológicas, Universidad Complutense de Madrid	MACB	Unidad de Botánica	Departamento de Biodiversidad, Ecología y Evolución		130000	Active	1968	All	Mainly Iberian Peninsula and Canary Islands	{'physicalStreet': 'Calle José Antonio Novais 12', 'physicalCity': 'Madrid', 'physicalState': 'Madrid', 'physicalZipCode': '28040', 'physicalCountry': 'Spain', 'postalStreet': 'Calle Jose Antonio Nováis, 12', 'postalCity': 'Madrid', 'postalState': 'Madrid', 'postalZipCode': '28040', 'postalCountry': 'Spain'}	{'phone': '[34] 91 3945045', 'email': 'fcabezas@ucm.es', 'webUrl': 'http://biologicas.ucm.es/herbario-macb'}	{'lat': 40.44869, 'lon': -3.726806}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 10675, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 14309, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 2966, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 62053, 'numSeedPlImaged': 0}	[]	[]	Updated Nov 2020 (staff update).	2020-11-06
126920	Uppsala University	UPSV	Evolutionary Biology Centre	Department of Plant Ecology		0	Inactive				{'physicalStreet': '', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Sweden', 'postalStreet': '', 'postalCity': '', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Sweden'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	UPSV (200 000 specimens) transferred to UPS in 2001.	2020-11-11
125058	King Saud University	KSU	College of Science	Botany and Microbiology Department		35000	Active	1965		Saudi Arabia	{'physicalStreet': 'Dereiyah.', 'physicalCity': 'Riyadh', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Saudi Arabia', 'postalStreet': 'P.O. Box 2455', 'postalCity': 'Riyadh', 'postalState': '', 'postalZipCode': '11451', 'postalCountry': 'Saudi Arabia'}	{'phone': '[966] 1 467 5807', 'email': '', 'webUrl': 'http://www.plantdiversityofsaudiarabia.info/'}	{'lat': 24.709311, 'lon': 46.783169}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['Riyadh University.']	['A. H. Alfarhan', 'U. Baierle', 'A. R. Dawood', 'M. A. Hammouda', 'H. M. Hassan', 'A. R. Khoja', 'P. Konig', 'A. M. Migahid', 'M. Sebry', 'A. M. Sheikh', 'J. Thomas']	Updated Jan 2017 (staff update).	2020-11-11
126737	University of Minnesota Duluth	DUL		Biology Department		49000	Active	1935		Northern Minnesota.	{'physicalStreet': 'University of Minnesota Duluth, MWAH 62/76', 'physicalCity': 'Duluth', 'physicalState': 'Minnesota', 'physicalZipCode': '55812', 'physicalCountry': 'U.S.A.', 'postalStreet': '1035 Kirby Drive, SSB 207', 'postalCity': 'Duluth', 'postalState': 'Minnesota', 'postalZipCode': '55812', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 218 726 8468', 'email': '', 'webUrl': 'https://scse.d.umn.edu/olga-lakela-herbarium'}	{'lat': 46.815605, 'lon': -92.060852}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['O. Lakela', 'P. Monson', 'D. Schimpf']		2020-11-11
126592	University of Arkansas	UARK		Biological Sciences		135000	Active	1875	Vascular plants; weeds and invasive plants	Arkansas and vicinity	{'physicalStreet': '1580 West Mitchell Street, Room 146 (PRES Building)', 'physicalCity': 'Fayetteville', 'physicalState': 'Arkansas', 'physicalZipCode': '72701', 'physicalCountry': 'U.S.A.', 'postalStreet': 'Department of Biological Sciences, Science Engineering Hall, Room 601', 'postalCity': 'Fayetteville', 'postalState': 'Arkansas', 'postalZipCode': '72701', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 479 575 4372', 'email': 'herb@uark.edu', 'webUrl': ''}	{'lat': 36.058544, 'lon': -94.18353}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['D. Demaree', 'F. L. Harvey', 'D. M. Moore']		2020-11-11
126997	West Chester University	DWC	Special Collections	University Libraries		20000	Active	1826	Historical collections of early American botanists (1820--1855); vascular plants of Europe and U.S.	Europe and U.S.	{'physicalStreet': '25 W. Rosedale Ave.', 'physicalCity': 'West Chester', 'physicalState': 'PA', 'physicalZipCode': '19383', 'physicalCountry': 'U.S.A.', 'postalStreet': '25 W. Rosedale Ave.', 'postalCity': 'West Chester', 'postalState': 'PA', 'postalZipCode': '19383', 'postalCountry': 'U.S.A.'}	{'phone': '610-436-3456', 'email': '', 'webUrl': ''}	{'lat': 39.9678, 'lon': -75.5766}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['J. Wolle', 'G. Engelmann', 'A. Gray', 'C. W. Short', 'J. Bartram', 'J. Hoopes', 'L. D. von Schweinitz', 'E. Michener', 'W. H. Harvey', 'T. Nuttall', 'C. G. Pringle', 'J. C. Frémont', 'E. Durand', 'J. Torrey', 'W. Baldwin', 'C. S. Rafinesque', 'I. A. Lapham', 'S. B. Buckley', 'W. J. Hooker']	Up to date as of Sep 2017. One of the oldest institutional collections in the United States. William Darlington's personal scientific library and personal annotated copies of most of his published books housed in University's Francis Harvey Green Library, Special Collections.	2020-11-11
124196	Carthage College	CART		Biology Department		13000	Inactive	1916	Mainly vascular plants	Eastern U.S.; Hancock County, Illinois	{'physicalStreet': '', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'Kenosha', 'postalState': 'Wisconsin', 'postalZipCode': '', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Aug 2012.  CART was transferred in full to WIS in 2011.	2020-11-11
126731	American Fern Society Herbarium	AFS				0	Inactive				{'physicalStreet': '', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': '', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Oct 2009.  AFS (10 000 specimens) incorporated in MICH.	2020-11-17
126195	Tulane University	NO		Department of Ecology and Evolutionary Biology		120000	Permanently closed	1895	Pteridophytes	Worldwide, especially Louisiana, southeastern U.S., Colorado Rocky Mountains, southern California, and Yucatan; Colombia and Brazil	{'physicalStreet': '.', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': '', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 225  578 8555', 'email': 'llagomarsino1@lsu.edu\njkluse@lsu.edu', 'webUrl': 'http://www.herbarium.lsu.edu/'}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['New Orleans Academy of Sciences.']	['L. M. Booth', 'I. W. Clokey', 'R. S. Cocks', 'D. Demaree', 'J. A. Ewan', 'A. Gray', 'J. Hale', 'J. F. Joor', 'D. D. Keck', 'E. P. Killip', 'J. G. Lemmon', 'Y. E. J. Mexia', 'F. W. Peirson', 'J. L. Riddell', 'D. Stone']	"Updated Aug 2017 (contact information, website updated). Herbarium (except fungi) transferred to LSU in 2016.    During this acquisition, collections will be accessible and available for loan requests.  Please send any correspondence and outstanding loans to LSU.  The Tulane Herbarium will continue to be cited as ""NO"".  While all specimens are all moving to LSU, books in The Minna F. Koch Memorial Library will remain at Tulane University.NO fungi (10 000 specimens) transferred to NY in 2000."	2020-11-17
126819	University of South Dakota	SDU		Department of Biology		0	Permanently closed	1924		South Dakota; upper midwestern U.S.; eastern Great Plains	{'physicalStreet': '', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': '', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['F. L. Bennett', 'W. H. Over', 'J. F. Brenckle', 'S. S. Visher', 'A. C. McIntosh']	Transferred to BHSC in 2018.	2020-11-17
126845	University of Texas	UTD	Biological Laboratories 311	Plant Resources Center		0	Permanently closed				{'physicalStreet': '', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': '', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'U.S.A.'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	UTD (250 000 specimens) transferred to TEX.	2020-11-17
126105	United States National Arboretum, USDA-ARS	BARC			US 014	140000	Active	1908	Seed plant families	Worldwide	{'physicalStreet': '3501 New York Avenue, N.E.', 'physicalCity': 'Washington', 'physicalState': 'District of Columbia', 'physicalZipCode': '20002-1958', 'physicalCountry': 'U.S.A.', 'postalStreet': '3501 New York Avenue, N.E.', 'postalCity': '', 'postalState': 'District of Columbia', 'postalZipCode': '20002-1958', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 202 245 2715', 'email': 'Harlan.Svoboda@usda.gov', 'webUrl': 'https://www.usna.usda.gov/science/herbarium/'}	{'lat': 38.9123, 'lon': -76.9701}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['McKay nut collection (USDA-ARS)', 'Seed herbarium of the Patuxent Research Refuge']	[]	Updated Jan 2016 (general update).	2020-11-17
124910	Instituto Forestal Nacional (IFONA)	BAI		Centro Forestal Castelar		0	Inactive				{'physicalStreet': '', 'physicalCity': 'Castelar', 'physicalState': 'Buenos Aires', 'physicalZipCode': '', 'physicalCountry': 'Argentina', 'postalStreet': '', 'postalCity': 'Buenos Aires', 'postalState': 'Buenos Aires', 'postalZipCode': '', 'postalCountry': 'Argentina'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Dec 2004. BAI transferred to BAB. Contact Renèe H. Fortunato, rfortun@cirn.inta.gov.ar	2020-11-17
124913	"Botanic Garden of the City ""Carlos Thays"""	BAJ	Ministery of Environment	City Hall		4613	Active	1898	seed plants		{'physicalStreet': 'Av. Santa Fe 3951', 'physicalCity': 'Buenos Aires', 'physicalState': 'Buenos Aires', 'physicalZipCode': '1425', 'physicalCountry': 'Argentina', 'postalStreet': 'Av. Santa Fe 3951', 'postalCity': 'Buenos Aires', 'postalState': 'Buenos Aires', 'postalZipCode': '1425', 'postalCountry': 'Argentina'}	{'phone': '054 11 4833 1552', 'email': '', 'webUrl': ''}	{'lat': -34.583005, 'lon': -58.417366}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 4613, 'numSeedPlDatabased': 4613, 'numSeedPlImaged': 0}	[]	['C. Thays']		2020-11-17
126863	University of the Virgin Islands	VIST	V.I. Cooperative Extension Service	Natural Resources Program		3000	Active	1978	Economic plants; traditional medicinal plants; native ornamentals; endangered species; mosses; algae; Poaceae	Virgin Islands	{'physicalStreet': 'New House, St. Thomas; West Campus Building, St. Croix.', 'physicalCity': 'St. Thomas', 'physicalState': 'Virgin Islands', 'physicalZipCode': '00802-9990', 'physicalCountry': 'U.S.A.', 'postalStreet': '2 Brewers Bay', 'postalCity': 'St. Thomas', 'postalState': 'Virgin Islands, U.S.A.', 'postalZipCode': '00802-9990', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 340 693 1080 \n[1] 340 692 4080', 'email': '', 'webUrl': ''}	{'lat': 18.342326, 'lon': -64.972928}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['R. O. Woodbury', 'J. M. Matuszak', 'G. T. Prance', 'F. R. Fosberg', 'J. Earhart', 'P. Acevedo', 'K. Teare', 'F. Grifo', 'S. A. Mori']	As of 2017, this record has not been updated in over 15 years. Subcollection at St. Croix Campus.	2020-11-17
124952	Internationl Institute of Tropical Forestry	RPPR	USDA Forest Service			0	Inactive				{'physicalStreet': '', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Puerto Rico', 'postalStreet': '', 'postalCity': 'Río Piedras', 'postalState': '', 'postalZipCode': '', 'postalCountry': 'Puerto Rico'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Inactive.  RPPR (3000 specimens) transferred to UPR.	2020-11-17
124330	c/o North Queensland Naturalists' Club	CAIRNS				0	Inactive				{'physicalStreet': '', 'physicalCity': 'Cairns', 'physicalState': 'Queensland', 'physicalZipCode': '', 'physicalCountry': 'Australia', 'postalStreet': 'P.O. Box 991', 'postalCity': 'Cairns', 'postalState': 'Queensland', 'postalZipCode': '4870', 'postalCountry': 'Australia'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Apr 2008. CAIRNS transferred to QRS in 1971, and further transferred to CNS in 2007. Contact Frank A. Zich, frank.zich@csiro.au	2020-11-17
126575	University of Adelaide	ADU		Botany Department		0	Inactive	1875			{'physicalStreet': '', 'physicalCity': 'Adelaide', 'physicalState': 'South Australia', 'physicalZipCode': '', 'physicalCountry': 'Australia', 'postalStreet': '', 'postalCity': 'Adelaide', 'postalState': 'South Australia', 'postalZipCode': '', 'postalCountry': 'Australia'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	All but a teaching collection transferred to AD.	2020-11-17
126576	University of Adelaide	ADW	Waite Agricultural Research Institute			0	Inactive		Australian phanerogams, particularly of agricultural and weedy interest	Australia	{'physicalStreet': '', 'physicalCity': 'Adelaide', 'physicalState': 'South Australia', 'physicalZipCode': '', 'physicalCountry': 'Australia', 'postalStreet': '', 'postalCity': 'Glen Osmond', 'postalState': 'Southern Australia', 'postalZipCode': '', 'postalCountry': 'Australia'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	ADW angiosperms (55 900 specimens) transferred to AD; non-pathogenic fungi (12 000 specimens, mainly J. B. Cleland) transferred to AD; pathogenic fungi (5000 specimens) transferred to DAR.	2020-11-17
126741	University of Missouri	UMO	Division of Biological Sciences	Museum Support Center		0	Inactive	1856			{'physicalStreet': '', 'physicalCity': '', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': '', 'postalState': '', 'postalZipCode': '', 'postalCountry': ''}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': 0, 'lon': 0}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['D. B. Dunn', 'W. E. Harmon', 'C. Heiser', 'D. LeDoux', 'W. E. Maneval', 'E. J. Palmer', 'J. A. Steyermark', 'J. M. Wood']	Updated June 2016.  The merger of all collections from the University of Missouri Dunn-Palmer Herbarium (UMO) into the Missouri Botanical Garden Herbarium (MO) is now complete, with the exception of the lichen specimens, which were deposited at KANU..  All information regarding the former UMO specimens should be directed to MO or KANU.  Approximately 125,000 UMO records were already extant on MO’s TROPICOS database, and the rest will be added as time and staff at MO permits.	2020-11-17
